_id,operator_registration_number,postal_code,ward_number,ward_name
451207,STR-2111-GVSDVH,M2N,18,Willowdale
451208,STR-2111-HCYDVJ,M2N,18,Willowdale
451209,STR-2111-HLFDVK,M4E,19,Beaches-East York
451210,STR-2111-HTLDVL,M6K,10,Spadina-Fort York
451211,STR-2111-JBSDVM,M1V,23,Scarborough North
451212,STR-2111-FQHRVC,M1G,24,Scarborough-Guildwood
451213,STR-2111-FXPRVD,M5J,10,Spadina-Fort York
451214,STR-2111-GFVRVF,M4P,12,Toronto-St. Paul's
451215,STR-2111-GPBRVG,M6J,10,Spadina-Fort York
451216,STR-2111-GWHRVH,M2K,17,Don Valley North
451217,STR-2111-HDPRVJ,M5V,10,Spadina-Fort York
451218,STR-2111-HLVRVK,M5V,10,Spadina-Fort York
451219,STR-2111-HVBRVL,M6H,9,Davenport
451220,STR-2111-JCHRVM,M6K,4,Parkdale-High Park
451221,STR-2111-FHSDVB,M5R,12,Toronto-St. Paul's
451222,STR-2111-FQYDVC,M8W,3,Etobicoke-Lakeshore
451223,STR-2111-FYFDVD,M4E,19,Beaches-East York
451224,STR-2111-GGLDVF,M6P,4,Parkdale-High Park
451225,STR-2111-GPSDVG,M4M,14,Toronto-Danforth
451226,STR-2111-GWYDVH,M6H,9,Davenport
451227,STR-2111-HFFDVJ,M5V,10,Spadina-Fort York
451228,STR-2111-HMLDVK,M5V,,
451229,STR-2111-HVSDVL,M5V,10,Spadina-Fort York
451230,STR-2111-JCYDVM,M6H,9,Davenport
451231,STR-2111-FJHRVB,M6C,12,Toronto-St. Paul's
451232,STR-2111-FRPRVC,M5V,10,Spadina-Fort York
451233,STR-2111-FYVRVD,M5A,13,Toronto Centre
451234,STR-2111-GHBRVF,M5R,11,University-Rosedale
451235,STR-2111-GQHRVG,M1G,24,Scarborough-Guildwood
451236,STR-2111-GXPRVH,M3B,16,Don Valley East
451237,STR-2111-HFVRVJ,M4W,11,University-Rosedale
451238,STR-2111-HPBRVK,M6G,11,University-Rosedale
451239,STR-2111-HWHRVL,M8Y,3,Etobicoke-Lakeshore
451240,STR-2111-JDPRVM,M6A,8,Eglinton-Lawrence
451241,STR-2111-FJYDVB,M9R,2,Etobicoke Centre
451242,STR-2111-FSFDVC,M5R,11,University-Rosedale
451243,STR-2111-GHSDVF,M3L,7,Humber River-Black Creek
451244,STR-2111-GYGKVH,M1S,22,Scarborough-Agincourt
451245,STR-2111-GQYDVG,M5J,10,Spadina-Fort York
451246,STR-2111-GYFDVH,M4Y,13,Toronto Centre
451247,STR-2111-HGLDVJ,M5J,10,Spadina-Fort York
451248,STR-2111-HPSDVK,M3H,6,York Centre
451249,STR-2111-HWYDVL,M5J,10,Spadina-Fort York
451250,STR-2111-JFFDVM,M5V,10,Spadina-Fort York
451251,STR-2111-FKPRVB,M4L,19,Beaches-East York
451252,STR-2111-FSVRVC,M3J,6,York Centre
451253,STR-2111-GBBRVD,M4J,14,Toronto-Danforth
451254,STR-2111-GJHRVF,M6N,9,Davenport
451255,STR-2111-GRPRVG,M6E,9,Davenport
451256,STR-2111-GYVRVH,M6K,10,Spadina-Fort York
451257,STR-2111-HHBRVJ,M5J,10,Spadina-Fort York
451258,STR-2111-HXPRVL,M4Y,13,Toronto Centre
451259,STR-2111-JFVRVM,M5J,10,Spadina-Fort York
451260,STR-2111-FLFDVB,M2N,18,Willowdale
451261,STR-2111-FTLDVC,M5A,13,Toronto Centre
451262,STR-2111-GBSDVD,M5V,10,Spadina-Fort York
451263,STR-2111-GJYDVF,M5V,10,Spadina-Fort York
451264,STR-2111-GSFDVG,M6B,8,Eglinton-Lawrence
451265,STR-2111-GZLDVH,M1S,23,Scarborough North
451266,STR-2111-HHSDVJ,M9P,2,Etobicoke Centre
451267,STR-2111-HQYDVK,M2M,18,Willowdale
451268,STR-2111-HYFDVL,M4M,14,Toronto-Danforth
451269,STR-2111-JGLDVM,M5B,13,Toronto Centre
451270,STR-2111-FDQXVB,M2N,18,Willowdale
451271,STR-2111-FLWXVC,M4M,14,Toronto-Danforth
451272,STR-2111-GKQXVG,M4S,12,Toronto-St. Paul's
451273,STR-2111-GSWXVH,M4L,19,Beaches-East York
451274,STR-2111-HBCXVJ,M5V,10,Spadina-Fort York
451275,STR-2111-HJJXVK,M5J,10,Spadina-Fort York
451276,STR-2111-HRQXVL,M6G,11,University-Rosedale
451277,STR-2111-HYWXVM,M3K,6,York Centre
451278,STR-2111-FFGKVB,M9W,1,Etobicoke North
451279,STR-2111-GCZKVF,M4J,14,Toronto-Danforth
451280,STR-2111-GLGKVG,M1P,21,Scarborough Centre
451281,STR-2111-GTMKVH,M6K,4,Parkdale-High Park
451282,STR-2111-HBTKVJ,M9M,7,Humber River-Black Creek
451283,STR-2111-HJZKVK,M5T,11,University-Rosedale
451284,STR-2111-HSGKVL,M9M,7,Humber River-Black Creek
451285,STR-2111-HZMKVM,M6R,4,Parkdale-High Park
451286,STR-2111-FFWXVB,M9A,2,Etobicoke Centre
451287,STR-2111-FPCXVC,M5T,10,Spadina-Fort York
451288,STR-2111-FWJXVD,M5V,10,Spadina-Fort York
451289,STR-2111-GLWXVG,M5J,10,Spadina-Fort York
451290,STR-2111-GVCXVH,M6K,4,Parkdale-High Park
451291,STR-2111-HSWXVL,M6P,4,Parkdale-High Park
451292,STR-2111-JBCXVM,M6H,9,Davenport
451293,STR-2111-FGMKVB,M5V,10,Spadina-Fort York
451294,STR-2111-FPTKVC,M4B,20,Scarborough Southwest
451295,STR-2111-FWZKVD,M4X,13,Toronto Centre
451296,STR-2111-GMMKVG,M4C,19,Beaches-East York
451297,STR-2111-GVTKVH,M4S,12,Toronto-St. Paul's
451298,STR-2111-HCZKVJ,M4M,14,Toronto-Danforth
451299,STR-2111-HLGKVK,M6G,11,University-Rosedale
451300,STR-2111-HTMKVL,M5H,10,Spadina-Fort York
451301,STR-2111-JBTKVM,M9V,1,Etobicoke North
451302,STR-2111-FHCXVB,M6H,9,Davenport
451303,STR-2111-FQJXVC,M5J,10,Spadina-Fort York
451304,STR-2111-FXQXVD,M1K,20,Scarborough Southwest
451305,STR-2111-GFWXVF,M1G,24,Scarborough-Guildwood
451306,STR-2111-GPCXVG,M1L,20,Scarborough Southwest
451307,STR-2111-GWJXVH,M5V,10,Spadina-Fort York
451308,STR-2111-HLWXVK,M5V,10,Spadina-Fort York
451309,STR-2112-FLYDVC,M4S,12,Toronto-St. Paul's
451310,STR-2111-HVCXVL,M5T,11,University-Rosedale
451311,STR-2111-JCJXVM,M6P,4,Parkdale-High Park
451312,STR-2111-FHTKVB,M5V,10,Spadina-Fort York
451313,STR-2111-FYGKVD,M1B,23,Scarborough North
451314,STR-2111-GPTKVG,M2H,17,Don Valley North
451315,STR-2111-GWZKVH,M5B,13,Toronto Centre
451316,STR-2111-HFGKVJ,M5B,13,Toronto Centre
451317,STR-2111-HMMKVK,M4L,19,Beaches-East York
451318,STR-2111-HVTKVL,M4K,14,Toronto-Danforth
451319,STR-2111-JCZKVM,M5T,11,University-Rosedale
451320,STR-2111-FJJXVB,M4V,12,Toronto-St. Paul's
451321,STR-2111-FYWXVD,M6R,4,Parkdale-High Park
451322,STR-2111-GHCXVF,M6K,4,Parkdale-High Park
451323,STR-2111-GQJXVG,M6R,4,Parkdale-High Park
451324,STR-2111-GXQXVH,M4M,14,Toronto-Danforth
451325,STR-2111-HFWXVJ,M5V,10,Spadina-Fort York
451326,STR-2111-HPCXVK,M5V,10,Spadina-Fort York
451327,STR-2111-HWJXVL,M5S,11,University-Rosedale
451328,STR-2111-JDQXVM,M6J,10,Spadina-Fort York
451329,STR-2111-FJZKVB,M4L,14,Toronto-Danforth
451330,STR-2111-FSGKVC,M1G,24,Scarborough-Guildwood
451331,STR-2111-GHTKVF,M4Y,13,Toronto Centre
451332,STR-2111-HPTKVK,M8V,3,Etobicoke-Lakeshore
451333,STR-2111-HWZKVL,M6C,12,Toronto-St. Paul's
451334,STR-2111-JFGKVM,M5B,13,Toronto Centre
451335,STR-2111-FKQXVB,M5G,11,University-Rosedale
451336,STR-2111-FSWXVC,M6J,9,Davenport
451337,STR-2111-GBCXVD,M6H,9,Davenport
451338,STR-2111-GJJXVF,M5J,10,Spadina-Fort York
451339,STR-2111-GRQXVG,M3J,7,Humber River-Black Creek
451340,STR-2111-GYWXVH,M8V,3,Etobicoke-Lakeshore
451341,STR-2111-HHCXVJ,M1M,20,Scarborough Southwest
451342,STR-2111-HQJXVK,M6K,4,Parkdale-High Park
451343,STR-2111-HXQXVL,M2J,17,Don Valley North
451344,STR-2111-JFWXVM,M9V,1,Etobicoke North
451345,STR-2111-FLGKVB,M6P,9,Davenport
451346,STR-2111-FTMKVC,M5J,10,Spadina-Fort York
451347,STR-2111-GBTKVD,M8V,3,Etobicoke-Lakeshore
451348,STR-2111-GJZKVF,M5A,13,Toronto Centre
451349,STR-2111-GSGKVG,M3A,16,Don Valley East
451350,STR-2111-HHTKVJ,M8Z,3,Etobicoke-Lakeshore
451351,STR-2112-JGMKVM,M5V,10,Spadina-Fort York
451352,STR-2112-FDSDVB,M5V,10,Spadina-Fort York
451353,STR-2112-HBFDVJ,M4M,14,Toronto-Danforth
451354,STR-2112-HJLDVK,M3J,7,Humber River-Black Creek
451355,STR-2112-HRSDVL,M9V,1,Etobicoke North
451356,STR-2112-HYYDVM,M6G,11,University-Rosedale
451357,STR-2112-FFHRVB,M5J,10,Spadina-Fort York
451358,STR-2112-FMPRVC,M6J,10,Spadina-Fort York
451359,STR-2112-GDBRVF,M3A,16,Don Valley East
451360,STR-2112-GTPRVH,M2N,18,Willowdale
451361,STR-2112-HBVRVJ,M1G,24,Scarborough-Guildwood
451362,STR-2112-HKBRVK,M5V,10,Spadina-Fort York
451363,STR-2112-HSHRVL,M9M,7,Humber River-Black Creek
451364,STR-2112-HZPRVM,M6P,4,Parkdale-High Park
451365,STR-2112-FFYDVB,M6P,4,Parkdale-High Park
451366,STR-2112-FPFDVC,M6C,12,Toronto-St. Paul's
451367,STR-2112-FWLDVD,M4L,14,Toronto-Danforth
451368,STR-2112-GDSDVF,M1K,21,Scarborough Centre
451369,STR-2112-GLYDVG,M1K,20,Scarborough Southwest
451370,STR-2112-GVFDVH,M5T,10,Spadina-Fort York
451371,STR-2112-HCLDVJ,M4V,12,Toronto-St. Paul's
451372,STR-2112-HKSDVK,M2J,17,Don Valley North
451373,STR-2112-HSYDVL,M3M,6,York Centre
451374,STR-2112-JBFDVM,M4V,12,Toronto-St. Paul's
451375,STR-2112-FGPRVB,M5A,13,Toronto Centre
451376,STR-2112-FPVRVC,M6K,10,Spadina-Fort York
451377,STR-2112-FXBRVD,M4L,19,Beaches-East York
451378,STR-2112-GFHRVF,M9B,3,Etobicoke-Lakeshore
451379,STR-2112-FRSDVC,M3H,6,York Centre
451380,STR-2112-GVVRVH,M5T,11,University-Rosedale
451381,STR-2112-HDBRVJ,M4E,19,Beaches-East York
451382,STR-2112-HLHRVK,M4P,15,Don Valley West
451383,STR-2112-HTPRVL,M8Y,3,Etobicoke-Lakeshore
451384,STR-2112-JBVRVM,M5A,13,Toronto Centre
451385,STR-2112-FQLDVC,M4E,19,Beaches-East York
451386,STR-2112-FXSDVD,M6R,4,Parkdale-High Park
451387,STR-2112-GFYDVF,M5J,10,Spadina-Fort York
451388,STR-2112-GPFDVG,M5V,10,Spadina-Fort York
451389,STR-2112-GWLDVH,M5V,10,Spadina-Fort York
451390,STR-2112-HDSDVJ,M5T,10,Spadina-Fort York
451391,STR-2112-HLYDVK,M3C,16,Don Valley East
451392,STR-2112-HVFDVL,M5J,10,Spadina-Fort York
451393,STR-2112-JCLDVM,M6R,4,Parkdale-High Park
451394,STR-2112-FHVRVB,M2M,18,Willowdale
451395,STR-2112-FRBRVC,M9W,1,Etobicoke North
451396,STR-2112-GPVRVG,M5V,10,Spadina-Fort York
451397,STR-2112-GXBRVH,M5V,10,Spadina-Fort York
451398,STR-2112-HFHRVJ,M2M,18,Willowdale
451399,STR-2112-HMPRVK,M6K,10,Spadina-Fort York
451400,STR-2112-HVVRVL,M4X,13,Toronto Centre
451401,STR-2112-JDBRVM,M5J,10,Spadina-Fort York
451402,STR-2112-FYYDVD,M6C,12,Toronto-St. Paul's
451403,STR-2112-GHFDVF,M5V,10,Spadina-Fort York
451404,STR-2112-GXSDVH,M2N,18,Willowdale
451405,STR-2112-HFYDVJ,M4M,14,Toronto-Danforth
451406,STR-2112-HWLDVL,M6G,11,University-Rosedale
451407,STR-2112-FKBRVB,M4K,14,Toronto-Danforth
451408,STR-2112-FSHRVC,M3K,6,York Centre
451409,STR-2112-FZPRVD,M5V,10,Spadina-Fort York
451410,STR-2112-GRBRVG,M9W,1,Etobicoke North
451411,STR-2112-HGPRVJ,M5B,13,Toronto Centre
451412,STR-2112-HPVRVK,M5T,11,University-Rosedale
451413,STR-2112-HXBRVL,M6M,5,York South-Weston
451414,STR-2112-JFHRVM,M2N,18,Willowdale
451415,STR-2112-FKSDVB,M5E,10,Spadina-Fort York
451416,STR-2112-FSYDVC,M4G,15,Don Valley West
451417,STR-2112-GBFDVD,M5E,10,Spadina-Fort York
451418,STR-2112-GRSDVG,M4L,14,Toronto-Danforth
451419,STR-2112-GYYDVH,M5V,10,Spadina-Fort York
451420,STR-2112-HQLDVK,M6E,8,Eglinton-Lawrence
451421,STR-2112-HXSDVL,M5V,10,Spadina-Fort York
451422,STR-2112-JFYDVM,M4M,14,Toronto-Danforth
451423,STR-2112-FLHRVB,M1N,20,Scarborough Southwest
451424,STR-2112-FTPRVC,M8V,3,Etobicoke-Lakeshore
451425,STR-2112-GBVRVD,M1B,25,Scarborough-Rouge Park
451426,STR-2112-GSHRVG,M5J,10,Spadina-Fort York
451427,STR-2112-GZPRVH,M6P,4,Parkdale-High Park
451428,STR-2112-HHVRVJ,M2N,18,Willowdale
451429,STR-2112-HRBRVK,M5R,11,University-Rosedale
451430,STR-2112-HYHRVL,M1M,20,Scarborough Southwest
451431,STR-2112-JGPRVM,M5T,10,Spadina-Fort York
451432,STR-2112-FDTKVB,M5V,10,Spadina-Fort York
451433,STR-2112-FLZKVC,M8V,3,Etobicoke-Lakeshore
451434,STR-2112-FVGKVD,M1R,21,Scarborough Centre
451435,STR-2112-GKTKVG,M9B,2,Etobicoke Centre
451436,STR-2112-GSZKVH,M5R,12,Toronto-St. Paul's
451437,STR-2112-HBGKVJ,M5R,11,University-Rosedale
451438,STR-2112-HJMKVK,M4L,14,Toronto-Danforth
451439,STR-2112-HYZKVM,M5B,13,Toronto Centre
451440,STR-2112-FFJXVB,M5V,10,Spadina-Fort York
451441,STR-2112-FMQXVC,M5V,10,Spadina-Fort York
451442,STR-2112-FVWXVD,M6M,5,York South-Weston
451443,STR-2112-GDCXVF,M5V,10,Spadina-Fort York
451444,STR-2112-GLJXVG,M4Y,13,Toronto Centre
451445,STR-2112-GTQXVH,M9C,2,Etobicoke Centre
451446,STR-2112-HKCXVK,M2N,18,Willowdale
451447,STR-2112-HSJXVL,M2N,18,Willowdale
451448,STR-2112-HZQXVM,M6E,12,Toronto-St. Paul's
451449,STR-2112-FFZKVB,M6H,9,Davenport
451450,STR-2112-FPGKVC,M2N,18,Willowdale
451451,STR-2112-FWMKVD,M6C,12,Toronto-St. Paul's
451452,STR-2112-GDTKVF,M5J,10,Spadina-Fort York
451453,STR-2112-GLZKVG,M4S,15,Don Valley West
451454,STR-2112-GVGKVH,M5J,10,Spadina-Fort York
451455,STR-2112-HCMKVJ,M5V,10,Spadina-Fort York
451456,STR-2112-HKTKVK,M5M,8,Eglinton-Lawrence
451457,STR-2112-HSZKVL,M9A,2,Etobicoke Centre
451458,STR-2112-FGQXVB,M5V,10,Spadina-Fort York
451459,STR-2112-FPWXVC,M2N,18,Willowdale
451460,STR-2112-HVWXVL,M9M,7,Humber River-Black Creek
451461,STR-2112-FXCXVD,M4W,11,University-Rosedale
451462,STR-2112-GFJXVF,M6H,9,Davenport
451463,STR-2112-GMQXVG,M2J,17,Don Valley North
451464,STR-2112-HDCXVJ,M5J,10,Spadina-Fort York
451465,STR-2112-HLJXVK,M2R,18,Willowdale
451466,STR-2112-HTQXVL,M9M,7,Humber River-Black Creek
451467,STR-2112-JBWXVM,M6H,9,Davenport
451468,STR-2112-FHGKVB,M6K,10,Spadina-Fort York
451469,STR-2112-FQMKVC,M1C,25,Scarborough-Rouge Park
451470,STR-2112-FXTKVD,M5J,10,Spadina-Fort York
451471,STR-2112-GFZKVF,M6J,9,Davenport
451472,STR-2112-GWMKVH,M6K,10,Spadina-Fort York
451473,STR-2112-HDTKVJ,M2R,18,Willowdale
451474,STR-2112-HLZKVK,M6K,4,Parkdale-High Park
451475,STR-2112-FHWXVB,M9V,1,Etobicoke North
451476,STR-2112-FRCXVC,M5V,10,Spadina-Fort York
451477,STR-2112-FYJXVD,M5V,10,Spadina-Fort York
451478,STR-2112-GGQXVF,M6K,10,Spadina-Fort York
451479,STR-2112-GPWXVG,M5V,10,Spadina-Fort York
451480,STR-2112-GXCXVH,M5A,13,Toronto Centre
451481,STR-2112-HFJXVJ,M4X,13,Toronto Centre
451482,STR-2112-HMQXVK,M4G,15,Don Valley West
451483,STR-2112-JDCXVM,M4S,12,Toronto-St. Paul's
451484,STR-2112-FJMKVB,M6S,4,Parkdale-High Park
451485,STR-2112-FYZKVD,M8V,3,Etobicoke-Lakeshore
451486,STR-2112-GHGKVF,M5J,10,Spadina-Fort York
451487,STR-2112-GQMKVG,M1V,23,Scarborough North
451488,STR-2112-GXTKVH,M2M,18,Willowdale
451489,STR-2112-HFZKVJ,M1V,23,Scarborough North
451490,STR-2112-HPGKVK,M6K,4,Parkdale-High Park
451491,STR-2112-HWMKVL,M4M,14,Toronto-Danforth
451492,STR-2112-FKCXVB,M5V,10,Spadina-Fort York
451493,STR-2112-GRCXVG,M5B,13,Toronto Centre
451494,STR-2112-HGQXVJ,M5T,10,Spadina-Fort York
451495,STR-2112-HPWXVK,M6S,4,Parkdale-High Park
451496,STR-2112-HXCXVL,M5V,10,Spadina-Fort York
451497,STR-2112-FKTKVB,M6M,5,York South-Weston
451498,STR-2112-FSZKVC,M5V,10,Spadina-Fort York
451499,STR-2112-GBGKVD,M6S,4,Parkdale-High Park
451500,STR-2112-GJMKVF,M5V,10,Spadina-Fort York
451501,STR-2112-HHGKVJ,M5V,10,Spadina-Fort York
451502,STR-2112-HQMKVK,M5V,10,Spadina-Fort York
451503,STR-2112-HXTKVL,M1S,23,Scarborough North
451504,STR-2112-FTQXVC,M4P,12,Toronto-St. Paul's
451505,STR-2112-GKCXVF,M4P,15,Don Valley West
451506,STR-2112-GSJXVG,M9V,1,Etobicoke North
451507,STR-2112-GZQXVH,M5J,10,Spadina-Fort York
451508,STR-2112-FDVRVB,M1W,22,Scarborough-Agincourt
451509,STR-2112-FVHRVD,M5J,10,Spadina-Fort York
451510,STR-2112-GCPRVF,M6H,9,Davenport
451511,STR-2112-GKVRVG,M4X,13,Toronto Centre
451512,STR-2112-GTBRVH,M6H,9,Davenport
451513,STR-2112-HRVRVL,M5V,10,Spadina-Fort York
451514,STR-2112-HZBRVM,M2M,17,Don Valley North
451515,STR-2112-FFLDVB,M2H,17,Don Valley North
451516,STR-2112-FMSDVC,M5A,13,Toronto Centre
451517,STR-2112-FVYDVD,M5V,10,Spadina-Fort York
451518,STR-2112-GDFDVF,M5V,10,Spadina-Fort York
451519,STR-2112-GLLDVG,M5R,11,University-Rosedale
451520,STR-2112-GTSDVH,M2M,18,Willowdale
451521,STR-2112-HBYDVJ,M6N,5,York South-Weston
451522,STR-2103-HZTDVM,M5R,11,University-Rosedale
451523,STR-2103-FGCRVB,M5H,10,Spadina-Fort York
451524,STR-2103-FPJRVC,M5R,11,University-Rosedale
451525,STR-2103-FWQRVD,M4L,19,Beaches-East York
451526,STR-2103-GMCRVG,M6L,5,York South-Weston
451527,STR-2103-GVJRVH,M5H,10,Spadina-Fort York
451528,STR-2103-HCQRVJ,M6E,9,Davenport
451529,STR-2103-HTCRVL,M2K,17,Don Valley North
451530,STR-2103-JBJRVM,M5J,10,Spadina-Fort York
451531,STR-2103-FGTDVB,M5V,10,Spadina-Fort York
451532,STR-2103-FPZDVC,M5J,10,Spadina-Fort York
451533,STR-2103-FXGDVD,M5J,10,Spadina-Fort York
451534,STR-2103-GFMDVF,M5V,10,Spadina-Fort York
451535,STR-2103-GMTDVG,M1S,22,Scarborough-Agincourt
451536,STR-2103-GVZDVH,M5V,10,Spadina-Fort York
451537,STR-2103-HDGDVJ,M1N,20,Scarborough Southwest
451538,STR-2103-HLMDVK,M5R,11,University-Rosedale
451539,STR-2103-HTTDVL,M5B,13,Toronto Centre
451540,STR-2103-JBZDVM,M5V,10,Spadina-Fort York
451541,STR-2103-FHJRVB,M9R,2,Etobicoke Centre
451542,STR-2103-GGCRVF,M6G,9,Davenport
451543,STR-2103-GPJRVG,M3M,6,York Centre
451544,STR-2103-GWQRVH,M5V,10,Spadina-Fort York
451545,STR-2103-HDWRVJ,M6H,9,Davenport
451546,STR-2103-HMCRVK,M8Y,3,Etobicoke-Lakeshore
451547,STR-2103-HVJRVL,M5J,10,Spadina-Fort York
451548,STR-2103-JCQRVM,M5V,10,Spadina-Fort York
451549,STR-2103-FHZDVB,M4B,19,Beaches-East York
451550,STR-2103-FRGDVC,M8W,3,Etobicoke-Lakeshore
451551,STR-2103-FYMDVD,M5J,10,Spadina-Fort York
451552,STR-2103-GGTDVF,M5V,10,Spadina-Fort York
451553,STR-2103-GXGDVH,M4N,15,Don Valley West
451554,STR-2103-HFMDVJ,M5V,10,Spadina-Fort York
451555,STR-2103-HMTDVK,M6K,10,Spadina-Fort York
451556,STR-2103-HVZDVL,M6M,5,York South-Weston
451557,STR-2103-JDGDVM,M5B,13,Toronto Centre
451558,STR-2103-FJQRVB,M5V,10,Spadina-Fort York
451559,STR-2103-FRWRVC,M5R,12,Toronto-St. Paul's
451560,STR-2103-FZCRVD,M4C,19,Beaches-East York
451561,STR-2103-GHJRVF,M4W,11,University-Rosedale
451562,STR-2103-GQQRVG,M5H,10,Spadina-Fort York
451563,STR-2103-GXWRVH,M8Y,3,Etobicoke-Lakeshore
451564,STR-2103-HGCRVJ,M4Y,13,Toronto Centre
451565,STR-2105-FZHKVD,M4M,14,Toronto-Danforth
451566,STR-2103-HPJRVK,M5V,10,Spadina-Fort York
451567,STR-2103-HWQRVL,M6H,9,Davenport
451568,STR-2103-JDWRVM,M4L,14,Toronto-Danforth
451569,STR-2103-FKGDVB,M5T,11,University-Rosedale
451570,STR-2103-FSMDVC,M4C,19,Beaches-East York
451571,STR-2103-FZTDVD,M6K,9,Davenport
451572,STR-2103-GHZDVF,M5V,10,Spadina-Fort York
451573,STR-2103-GRGDVG,M5R,11,University-Rosedale
451574,STR-2103-GYMDVH,M5J,10,Spadina-Fort York
451575,STR-2103-HGTDVJ,M6E,9,Davenport
451576,STR-2103-HPZDVK,M5V,10,Spadina-Fort York
451577,STR-2103-JFMDVM,M6H,9,Davenport
451578,STR-2103-FKWRVB,M5V,10,Spadina-Fort York
451579,STR-2103-GBJRVD,M4S,12,Toronto-St. Paul's
451580,STR-2103-GJQRVF,M5V,10,Spadina-Fort York
451581,STR-2103-GZCRVH,M6E,9,Davenport
451582,STR-2103-JGCRVM,M5J,10,Spadina-Fort York
451583,STR-2103-FLMDVB,M5V,10,Spadina-Fort York
451584,STR-2103-FTTDVC,M1G,24,Scarborough-Guildwood
451585,STR-2103-GBZDVD,M5J,10,Spadina-Fort York
451586,STR-2103-GKGDVF,M5J,10,Spadina-Fort York
451587,STR-2103-GSMDVG,M4W,11,University-Rosedale
451588,STR-2103-HHZDVJ,M6R,4,Parkdale-High Park
451589,STR-2103-HRGDVK,M5V,10,Spadina-Fort York
451590,STR-2103-HYMDVL,M9V,1,Etobicoke North
451591,STR-2103-FDXXVB,M2N,18,Willowdale
451592,STR-2103-FMDXVC,M6R,9,Davenport
451593,STR-2103-FVKXVD,M4L,14,Toronto-Danforth
451594,STR-2103-GCRXVF,M5J,10,Spadina-Fort York
451595,STR-2103-GTDXVH,M6K,10,Spadina-Fort York
451596,STR-2103-HJRXVK,M6M,5,York South-Weston
451597,STR-2103-HRXXVL,M5J,10,Spadina-Fort York
451598,STR-2103-FFPKVB,M6K,10,Spadina-Fort York
451599,STR-2103-FMVKVC,M9B,2,Etobicoke Centre
451600,STR-2103-FWBKVD,M5V,10,Spadina-Fort York
451601,STR-2103-GDHKVF,M1C,25,Scarborough-Rouge Park
451602,STR-2103-HKHKVK,M3H,6,York Centre
451603,STR-2103-HSPKVL,M5V,10,Spadina-Fort York
451604,STR-2103-FGDXVB,M5J,10,Spadina-Fort York
451605,STR-2103-FWRXVD,M3A,16,Don Valley East
451606,STR-2103-GDXXVF,M9M,7,Humber River-Black Creek
451607,STR-2103-GMDXVG,M5A,13,Toronto Centre
451608,STR-2103-GVKXVH,M4J,14,Toronto-Danforth
451609,STR-2103-HCRXVJ,M6K,10,Spadina-Fort York
451610,STR-2103-HTDXVL,M5V,10,Spadina-Fort York
451611,STR-2103-JBKXVM,M4A,16,Don Valley East
451612,STR-2103-FGVKVB,M5A,13,Toronto Centre
451613,STR-2103-FQBKVC,M8Y,3,Etobicoke-Lakeshore
451614,STR-2103-FXHKVD,M4E,19,Beaches-East York
451615,STR-2103-GFPKVF,M3H,6,York Centre
451616,STR-2103-GMVKVG,M5J,10,Spadina-Fort York
451617,STR-2103-HDHKVJ,M5B,13,Toronto Centre
451618,STR-2103-HTVKVL,M6H,9,Davenport
451619,STR-2103-JCBKVM,M1H,24,Scarborough-Guildwood
451620,STR-2103-FHKXVB,M5J,10,Spadina-Fort York
451621,STR-2104-FQRXVC,M2J,17,Don Valley North
451622,STR-2104-FXXXVD,M6N,9,Davenport
451623,STR-2104-GGDXVF,M1J,21,Scarborough Centre
451624,STR-2104-GPKXVG,M5V,10,Spadina-Fort York
451625,STR-2104-GWRXVH,M6J,10,Spadina-Fort York
451626,STR-2104-HDXXVJ,M4X,13,Toronto Centre
451627,STR-2104-HMDXVK,M6M,5,York South-Weston
451628,STR-2104-HVKXVL,M5B,13,Toronto Centre
451629,STR-2104-JCRXVM,M6E,9,Davenport
451630,STR-2104-FJBKVB,M1C,25,Scarborough-Rouge Park
451631,STR-2104-FRHKVC,M3A,16,Don Valley East
451632,STR-2104-GGVKVF,M8Y,3,Etobicoke-Lakeshore
451633,STR-2104-GQBKVG,M6J,9,Davenport
451634,STR-2104-GXHKVH,M9A,3,Etobicoke-Lakeshore
451635,STR-2104-HFPKVJ,M5B,13,Toronto Centre
451636,STR-2104-HWBKVL,M5V,10,Spadina-Fort York
451637,STR-2104-JDHKVM,M4Y,13,Toronto Centre
451638,STR-2104-FZDXVD,M5V,10,Spadina-Fort York
451639,STR-2104-GHKXVF,M4L,14,Toronto-Danforth
451640,STR-2104-GQRXVG,M4B,19,Beaches-East York
451641,STR-2104-GXXXVH,M5J,10,Spadina-Fort York
451642,STR-2104-HGDXVJ,M6R,4,Parkdale-High Park
451643,STR-2104-HWRXVL,M5V,10,Spadina-Fort York
451644,STR-2104-JDXXVM,M5J,10,Spadina-Fort York
451645,STR-2104-FKHKVB,M3C,16,Don Valley East
451646,STR-2104-GJBKVF,M5M,8,Eglinton-Lawrence
451647,STR-2104-GRHKVG,M5B,13,Toronto Centre
451648,STR-2104-HGVKVJ,M5J,10,Spadina-Fort York
451649,STR-2104-HQBKVK,M5R,11,University-Rosedale
451650,STR-2104-HXHKVL,M5V,10,Spadina-Fort York
451651,STR-2104-JFPKVM,M1W,22,Scarborough-Agincourt
451652,STR-2104-FKXXVB,M6P,4,Parkdale-High Park
451653,STR-2104-GBKXVD,M6K,9,Davenport
